Date,EmployeeID,Shift,InTime,OutTime
2026-01-01,EMP0263,A,06:02,14:00
2026-01-01,EMP0264,A,06:00,14:00
2026-01-01,EMP0265,C,22:05,06:00
2026-01-01,EMP0266,C,22:10,06:30
2026-01-01,EMP0268,C,22:00,06:00
2026-01-01,EMP0269,B,14:15,22:00
2026-01-01,EMP0270,A,06:00,14:00
2026-01-01,EMP0271,C,22:06,06:00
2026-01-01,EMP0272,A,06:03,14:00
2026-01-01,EMP0274,B,14:07,22:00
2026-01-01,EMP0275,A,06:02,14:00
2026-01-01,EMP0277,A,06:00,14:00
2026-01-01,EMP0278,C,22:08,07:00
2026-01-01,EMP0279,A,06:00,15:00
2026-01-01,EMP0280,A,06:00,14:00
2026-01-01,EMP0281,B,14:03,22:00
2026-01-01,EMP0282,B,14:04,22:00
2026-01-01,EMP0284,B,14:09,22:00
2026-01-01,EMP0285,C,22:12,06:00
2026-01-01,EMP0286,B,14:05,22:00
2026-01-01,EMP0287,C,22:04,06:00
2026-01-01,EMP0288,C,22:02,07:00
2026-01-01,EMP0289,C,22:01,06:00
2026-01-01,EMP0290,A,06:00,14:00
2026-01-01,EMP0291,C,22:04,06:00
2026-01-01,EMP0292,C,22:01,06:00
2026-01-01,EMP0293,A,06:17,14:00
2026-01-01,EMP0294,A,06:05,14:00
2026-01-01,EMP0295,A,06:05,14:00
2026-01-01,EMP0296,C,22:03,06:00
2026-01-01,EMP0297,B,14:13,22:00
2026-01-01,EMP0298,C,22:03,06:00
2026-01-01,EMP0299,A,06:04,14:30
2026-01-01,EMP0300,A,06:03,14:00
2026-01-01,EMP0301,C,22:02,06:00
2026-01-01,EMP0302,B,14:00,22:00
2026-01-01,EMP0303,C,22:08,06:00
2026-01-01,EMP0304,B,14:03,22:00
2026-01-01,EMP0305,A,06:01,14:00
2026-01-01,EMP0306,B,14:02,22:00
2026-01-01,EMP0307,B,14:00,22:00
2026-01-01,EMP0308,A,06:03,14:00
2026-01-01,EMP0309,C,22:02,08:30
2026-01-01,EMP0310,C,22:06,06:00
2026-01-01,EMP0311,B,14:03,22:00
2026-01-01,EMP0312,A,06:08,14:00
2026-01-01,EMP0313,B,14:05,22:00
2026-01-01,EMP0314,C,22:04,06:00
2026-01-01,EMP0315,C,22:17,06:00
2026-01-01,EMP0316,A,06:04,14:30
2026-01-01,EMP0317,B,14:01,22:00
2026-01-01,EMP0318,C,22:05,06:00
2026-01-01,EMP0319,C,22:08,06:00
2026-01-01,EMP0320,A,06:05,14:00
2026-01-01,EMP0321,A,06:01,14:00
2026-01-01,EMP0322,B,14:02,23:00
2026-01-01,EMP0323,A,06:02,14:00
2026-01-01,EMP0324,A,06:12,14:00
2026-01-01,EMP0325,A,06:05,14:00
2026-01-01,EMP0326,C,22:10,06:00
2026-01-01,EMP0327,A,06:02,15:30
2026-01-01,EMP0328,A,06:06,14:30
2026-01-01,EMP0329,B,14:01,22:00
2026-01-01,EMP0330,C,22:15,06:00
2026-01-01,EMP0332,C,22:04,06:00
2026-01-01,EMP0333,A,06:05,15:30
2026-01-01,EMP0334,A,06:03,14:00
2026-01-01,EMP0335,B,14:05,23:30
2026-01-01,EMP0336,A,06:09,14:00
2026-01-01,EMP0337,B,14:01,22:00
2026-01-01,EMP0339,A,06:06,14:00
2026-01-01,EMP0340,C,22:01,06:00
2026-01-01,EMP0341,B,14:00,22:00
2026-01-01,EMP0342,C,22:00,06:00
2026-01-01,EMP0343,C,22:02,06:00
2026-01-01,EMP0344,C,22:04,06:00
2026-01-01,EMP0345,B,14:01,22:00
2026-01-01,EMP0346,A,06:05,14:00
2026-01-01,EMP0347,B,14:03,22:00
2026-01-01,EMP0348,B,14:01,22:00
2026-01-01,EMP0349,B,14:06,22:00
2026-01-01,EMP0350,B,14:02,22:00
2026-01-01,EMP0351,C,22:05,06:00
2026-01-01,EMP0353,C,22:01,06:00
2026-01-01,EMP0354,C,22:06,06:30
2026-01-01,EMP0355,A,06:01,14:00
2026-01-01,EMP0356,A,06:07,14:00
2026-01-01,EMP0357,C,22:07,06:00
2026-01-01,EMP0358,A,06:00,14:00
2026-01-01,EMP0359,B,14:00,22:00
2026-01-01,EMP0360,B,14:04,22:00
2026-01-01,EMP0361,A,06:02,14:30
2026-01-01,EMP0362,C,22:01,06:00
2026-01-01,EMP0364,C,22:05,06:00
2026-01-01,EMP0365,B,14:04,22:00
2026-01-01,EMP0366,B,14:09,22:00
2026-01-01,EMP0367,A,06:03,14:00
2026-01-01,EMP0368,B,14:11,22:00
2026-01-01,EMP0369,C,22:01,06:00
2026-01-01,EMP0370,B,14:00,22:00
2026-01-01,EMP0371,A,06:04,14:00
2026-01-01,EMP0372,A,06:02,14:00
2026-01-01,EMP0373,A,06:04,14:00
2026-01-01,EMP0374,A,06:02,14:00
2026-01-01,EMP0376,C,22:02,06:00
2026-01-01,EMP0377,B,14:06,22:00
2026-01-01,EMP0378,B,14:01,22:30
2026-01-01,EMP0379,C,22:02,06:00
2026-01-01,EMP0380,A,06:01,14:00
2026-01-01,EMP0381,C,22:00,06:00
2026-01-01,EMP0382,C,22:02,06:00
2026-01-01,EMP0383,C,22:05,09:00
2026-01-01,EMP0384,B,14:26,22:00
2026-01-01,EMP0385,B,14:02,22:00
2026-01-01,EMP0386,A,06:22,14:00
2026-01-01,EMP0388,B,14:00,22:00
2026-01-01,EMP0389,A,06:04,14:00
2026-01-01,EMP0390,A,06:04,14:00
2026-01-01,EMP0391,A,06:02,14:00
2026-01-01,EMP0392,B,14:00,22:00
2026-01-01,EMP0393,B,14:02,22:00
2026-01-01,EMP0394,C,22:01,06:00
2026-01-01,EMP0396,B,14:17,22:00
2026-01-01,EMP0397,C,22:25,06:00
2026-01-01,EMP0398,C,22:00,06:00
2026-01-01,EMP0399,C,22:06,06:00
2026-01-01,EMP0400,B,14:06,22:00
2026-01-01,EMP0401,C,22:02,06:00
2026-01-01,EMP0402,B,14:01,22:00
2026-01-01,EMP0403,A,06:02,14:30
2026-01-01,EMP0404,A,06:20,14:00
2026-01-01,EMP0405,A,06:01,14:00
2026-01-01,EMP0406,A,06:01,14:00
2026-01-01,EMP0407,B,14:15,22:00
2026-01-01,EMP0408,B,14:04,22:00
2026-01-01,EMP0410,A,06:02,14:00
2026-01-01,EMP0411,B,14:02,22:00
2026-01-01,EMP0412,C,22:06,06:00
2026-01-01,EMP0413,C,22:11,06:00
2026-01-01,EMP0414,A,06:07,14:00
2026-01-01,EMP0415,C,22:01,06:00
2026-01-01,EMP0416,C,22:01,07:30
2026-01-01,EMP0417,A,06:05,14:00
2026-01-01,EMP0418,A,06:09,14:00
2026-01-01,EMP0419,A,06:05,14:00
2026-01-01,EMP0420,B,14:09,22:00
2026-01-01,EMP0421,B,14:09,22:00
2026-01-01,EMP0422,B,14:04,22:00
2026-01-01,EMP0423,A,06:03,14:00
2026-01-01,EMP0424,B,14:03,22:00
2026-01-01,EMP0425,A,06:00,14:00
2026-01-01,EMP0426,A,06:13,14:00
2026-01-01,EMP0427,C,22:02,06:00
2026-01-01,EMP0428,C,22:02,06:00
2026-01-01,EMP0429,C,22:10,07:30
2026-01-01,EMP0430,C,22:12,06:00
2026-01-01,EMP0431,C,22:04,06:00
2026-01-01,EMP0432,B,14:20,22:00
2026-01-01,EMP0433,C,22:03,06:00
2026-01-01,EMP0434,C,22:01,06:00
2026-01-01,EMP0435,C,22:00,06:00
2026-01-01,EMP0436,A,06:06,14:00
2026-01-01,EMP0438,C,22:02,06:00
2026-01-01,EMP0439,B,14:03,22:00
2026-01-01,EMP0440,A,06:00,14:00
2026-01-01,EMP0441,A,06:01,14:00
2026-01-01,EMP0442,A,06:06,14:00
2026-01-01,EMP0443,A,06:01,14:00
2026-01-01,EMP0444,A,06:02,14:00
2026-01-01,EMP0445,A,06:04,15:00
2026-01-01,EMP0446,C,22:12,06:00
2026-01-01,EMP0447,A,06:00,14:00
2026-01-01,EMP0448,C,22:11,06:00
2026-01-01,EMP0449,A,06:03,14:00
2026-01-01,EMP0450,B,14:03,22:00
2026-01-01,EMP0451,B,14:02,22:30
2026-01-01,EMP0452,C,22:05,06:00
2026-01-01,EMP0453,B,14:00,22:00
2026-01-01,EMP0454,C,22:01,06:00
2026-01-01,EMP0455,B,14:01,22:00
2026-01-01,EMP0456,C,22:04,06:00
2026-01-01,EMP0457,A,06:01,14:00
2026-01-01,EMP0458,A,06:00,14:00
2026-01-01,EMP0459,B,14:01,22:00
2026-01-01,EMP0460,A,06:02,14:00
2026-01-01,EMP0461,B,14:00,22:00
2026-01-01,EMP0462,B,14:04,22:00
2026-01-01,EMP0463,B,14:01,22:00
2026-01-01,EMP0464,C,22:10,06:00
2026-01-01,EMP0465,A,06:12,14:00
2026-01-01,EMP0466,A,06:04,14:00
2026-01-01,EMP0467,A,06:07,14:00
2026-01-01,EMP0468,A,06:06,14:00
2026-01-01,EMP0470,B,14:02,22:00
2026-01-01,EMP0471,A,06:08,14:00
2026-01-01,EMP0472,B,14:03,01:00
2026-01-01,EMP0473,C,22:00,06:00
2026-01-01,EMP0474,A,06:04,14:00
2026-01-01,EMP0475,C,22:05,06:00
2026-01-01,EMP0476,A,06:02,14:00
2026-01-01,EMP0477,A,06:03,14:30
2026-01-01,EMP0478,B,14:12,22:00
2026-01-01,EMP0479,A,06:06,14:00
2026-01-01,EMP0480,A,06:05,14:00
2026-01-01,EMP0481,B,14:00,22:30
2026-01-01,EMP0482,B,14:06,22:00
2026-01-01,EMP0483,B,14:05,22:00
2026-01-01,EMP0484,B,14:04,22:00
2026-01-01,EMP0485,A,06:11,14:00
2026-01-01,EMP0487,A,06:00,15:00
2026-01-01,EMP0488,B,14:03,23:30
2026-01-01,EMP0490,A,06:01,14:00
2026-01-01,EMP0491,A,06:04,14:00
2026-01-01,EMP0492,A,06:09,14:00
2026-01-01,EMP0493,C,22:07,06:00
2026-01-01,EMP0494,B,14:09,22:00
2026-01-01,EMP0497,A,06:00,14:00
2026-01-01,EMP0498,C,22:04,06:00
2026-01-01,EMP0499,C,22:01,06:00
2026-01-01,EMP0500,A,06:00,15:00
2026-01-02,EMP0001,C,22:00,06:00
2026-01-02,EMP0002,C,22:09,06:00
2026-01-02,EMP0003,B,14:05,22:00
2026-01-02,EMP0004,C,22:01,06:00
2026-01-02,EMP0005,C,22:00,06:00
2026-01-02,EMP0006,A,06:01,16:30
2026-01-02,EMP0007,C,22:02,06:00
2026-01-02,EMP0008,C,22:04,06:00
2026-01-02,EMP0009,C,22:01,06:00
2026-01-02,EMP0010,C,22:00,06:00
2026-01-02,EMP0011,B,14:04,22:00
2026-01-02,EMP0012,B,14:05,22:00
2026-01-02,EMP0013,B,14:06,22:00
2026-01-02,EMP0014,A,06:12,14:00
2026-01-02,EMP0015,A,06:06,14:00
2026-01-02,EMP0016,C,22:02,06:00
2026-01-02,EMP0017,A,06:14,14:00
2026-01-02,EMP0018,A,06:01,15:30
2026-01-02,EMP0019,B,14:02,23:30
2026-01-02,EMP0020,A,06:02,14:00
2026-01-02,EMP0021,B,14:00,22:00
2026-01-02,EMP0022,B,14:00,22:00
2026-01-02,EMP0023,A,06:01,14:00
2026-01-02,EMP0024,B,14:00,22:00
2026-01-02,EMP0025,A,06:12,14:00
2026-01-02,EMP0026,C,22:01,06:00
2026-01-02,EMP0027,A,06:03,14:00
2026-01-02,EMP0028,A,06:06,16:30
2026-01-02,EMP0029,B,14:00,22:00
2026-01-02,EMP0030,C,22:00,06:00
2026-01-02,EMP0031,A,06:03,14:00
2026-01-02,EMP0032,A,06:09,14:00
2026-01-02,EMP0033,B,14:00,22:00
2026-01-02,EMP0034,B,14:09,22:00
2026-01-02,EMP0035,A,06:02,14:00
2026-01-02,EMP0037,C,22:17,06:00
2026-01-02,EMP0038,C,22:05,06:00
2026-01-02,EMP0039,B,14:02,22:00
2026-01-02,EMP0040,B,14:01,22:00
2026-01-02,EMP0041,A,06:01,14:00
2026-01-02,EMP0042,C,22:05,06:00
2026-01-02,EMP0043,A,06:00,14:00
2026-01-02,EMP0044,C,22:01,06:00
2026-01-02,EMP0045,A,06:01,14:00
2026-01-02,EMP0046,B,14:04,22:00
2026-01-02,EMP0047,B,14:01,01:30
2026-01-02,EMP0048,A,06:02,14:00
2026-01-02,EMP0049,A,06:01,14:00
2026-01-02,EMP0050,C,22:15,06:00
2026-01-02,EMP0051,B,14:05,22:00
2026-01-02,EMP0052,B,14:18,22:00
2026-01-02,EMP0053,C,22:01,06:00
2026-01-02,EMP0054,B,14:07,22:00
2026-01-02,EMP0055,B,14:15,22:00
2026-01-02,EMP0057,C,22:02,06:00
2026-01-02,EMP0058,A,06:01,14:00
2026-01-02,EMP0060,A,06:00,14:00
2026-01-02,EMP0062,C,22:02,06:00
2026-01-02,EMP0063,A,06:00,14:00
2026-01-02,EMP0064,A,06:02,14:00
2026-01-02,EMP0065,C,22:10,07:00
2026-01-02,EMP0066,C,22:10,06:00
2026-01-02,EMP0067,C,22:04,06:00
2026-01-02,EMP0068,B,14:06,22:00
2026-01-02,EMP0069,A,06:00,14:00
2026-01-02,EMP0070,B,14:00,22:00
2026-01-02,EMP0071,C,22:01,06:00
2026-01-02,EMP0072,B,14:01,22:00
2026-01-02,EMP0073,B,14:00,22:00
2026-01-02,EMP0074,A,06:00,14:00
2026-01-02,EMP0075,A,06:01,14:00
2026-01-02,EMP0076,A,06:01,14:00
2026-01-02,EMP0077,B,14:01,22:00
2026-01-02,EMP0078,A,06:10,14:00
2026-01-02,EMP0079,A,06:08,17:30
2026-01-02,EMP0080,B,14:01,22:00
2026-01-02,EMP0081,C,22:10,06:00
2026-01-02,EMP0082,C,22:03,06:00
2026-01-02,EMP0083,B,14:01,22:00
2026-01-02,EMP0084,B,14:05,22:00
2026-01-02,EMP0085,B,14:04,22:00
2026-01-02,EMP0086,C,22:02,06:00
2026-01-02,EMP0087,C,22:03,06:00
2026-01-02,EMP0088,C,22:14,06:00
2026-01-02,EMP0089,B,14:04,22:00
2026-01-02,EMP0090,C,22:01,06:00
2026-01-02,EMP0091,A,06:06,14:00
2026-01-02,EMP0092,B,14:02,23:30
2026-01-02,EMP0093,A,06:05,14:00
2026-01-02,EMP0094,B,14:10,22:00
2026-01-02,EMP0095,A,06:00,14:00
2026-01-02,EMP0096,C,22:00,06:00
2026-01-02,EMP0097,A,06:05,14:00
2026-01-02,EMP0098,C,22:03,07:00
2026-01-02,EMP0099,C,22:08,07:30
2026-01-02,EMP0100,B,14:00,22:00
2026-01-02,EMP0101,A,06:04,14:30
2026-01-02,EMP0102,C,22:08,07:30
2026-01-02,EMP0103,C,22:07,06:00
2026-01-02,EMP0104,A,06:02,15:00
2026-01-02,EMP0105,B,14:01,22:00
2026-01-02,EMP0106,C,22:01,06:00
2026-01-02,EMP0107,A,06:08,14:00
2026-01-02,EMP0109,B,14:02,22:00
2026-01-02,EMP0110,B,14:03,22:00
2026-01-02,EMP0111,B,14:21,22:00
2026-01-02,EMP0112,B,14:14,22:00
2026-01-02,EMP0113,B,14:05,22:00
2026-01-02,EMP0114,A,06:00,14:30
2026-01-02,EMP0115,A,06:00,14:00
2026-01-02,EMP0116,C,22:01,06:00
2026-01-02,EMP0117,C,22:00,06:30
2026-01-02,EMP0118,C,22:02,06:00
2026-01-02,EMP0119,A,06:05,14:00
2026-01-02,EMP0120,B,14:16,22:30
2026-01-02,EMP0121,A,06:00,14:00
2026-01-02,EMP0124,C,22:07,06:00
2026-01-02,EMP0125,A,06:00,14:00
2026-01-02,EMP0126,A,06:14,14:00
2026-01-02,EMP0127,A,06:06,14:00
2026-01-02,EMP0128,A,06:15,14:00
2026-01-02,EMP0129,B,14:01,22:00
2026-01-02,EMP0130,A,06:00,14:00
2026-01-02,EMP0131,A,06:01,14:00
2026-01-02,EMP0132,B,14:01,22:30
2026-01-02,EMP0133,C,22:09,06:00
2026-01-02,EMP0134,B,14:16,22:00
2026-01-02,EMP0135,C,22:03,06:00
2026-01-02,EMP0136,B,14:00,22:00
2026-01-02,EMP0137,A,06:00,14:00
2026-01-02,EMP0138,B,14:06,22:00
2026-01-02,EMP0139,C,22:02,06:00
2026-01-02,EMP0140,A,06:03,14:00
2026-01-02,EMP0141,C,22:08,06:00
2026-01-02,EMP0142,C,22:03,06:00
2026-01-02,EMP0143,A,06:07,14:00
2026-01-02,EMP0144,A,06:00,15:30
2026-01-02,EMP0145,A,06:03,14:00
2026-01-02,EMP0146,B,14:08,22:00
2026-01-02,EMP0147,A,06:00,14:00
2026-01-02,EMP0148,C,22:00,06:00
2026-01-02,EMP0149,B,14:00,22:00
2026-01-02,EMP0150,A,06:00,14:00
2026-01-02,EMP0151,B,14:00,22:00
2026-01-02,EMP0152,B,14:05,22:00
2026-01-02,EMP0153,C,22:00,06:00
2026-01-02,EMP0154,A,06:00,14:00
2026-01-02,EMP0156,B,14:07,22:00
